   0.0000000000000000        1.3354660259590201E-015   1.9259767392032501E-015  -3.6240541817500471E-015
   5.0000000000000001E-003   4.8155246066758362E-015  -3.8899005544434928E-015  -3.4813731758509547E-015
   1.0000000000000000E-002   5.9397609443803678E-015  -1.1934897514720433E-015  -4.3292192747346192E-015
   1.4999999999999999E-002   6.7614642183799756E-015   3.0322966360074588E-015  -2.9021923753091983E-015
   2.0000000000000000E-002   6.0570038568075191E-015   4.3723705211995423E-015  -5.7441031098282025E-016
   2.5000000000000001E-002   6.6500624451570900E-015   4.0460256672814054E-015   1.7440476146601824E-015
   3.0000000000000002E-002   7.1657089983911959E-015   7.8121103336270536E-015   3.7686867515596134E-015
   3.5000000000000003E-002   6.4065506372168457E-015   8.5604266730765488E-015   2.9691960695688024E-015
   4.0000000000000001E-002   3.1209843737167731E-015   3.3324037973514464E-015   2.8716178740451070E-015
   4.4999999999999998E-002  -1.0816000872715392E-015  -1.5319776697220178E-015   4.5714300400678809E-015
   4.9999999999999996E-002  -3.9642768234759984E-015  -6.1350664132264754E-015   3.4275967480956737E-015
   5.4999999999999993E-002  -5.1568992132100533E-015  -9.0190441920379172E-015   5.1317457228083896E-015
   5.9999999999999991E-002  -3.2638822200503625E-015  -1.3707568066734233E-014   6.9677336816953428E-015
   6.4999999999999988E-002  -3.2569433261464553E-016  -1.6083922388387961E-014   4.0022238995129911E-015
   6.9999999999999993E-002   1.2069338584108635E-015  -1.7320129705455933E-014   4.1605174166958747E-015
   7.4999999999999997E-002   2.5825695748604716E-016  -2.3257220801986556E-014   6.0298988024953815E-015
   8.0000000000000002E-002   3.3588583303600927E-016  -2.9638401108367241E-014   8.4450675619240911E-015
   8.5000000000000006E-002   2.3455629799551403E-015  -3.4122444453332790E-014   1.1657992279867635E-014
   9.0000000000000011E-002   2.2560078805078376E-015  -3.5357350727793779E-014   1.1997347559855598E-014
   9.5000000000000015E-002   1.1587952819525071E-015  -3.3477994682007406E-014   1.0880619322195528E-014
  0.10000000000000002        2.4908460710681979E-015  -3.1749342738196518E-014   1.0397932515004982E-014
  0.10500000000000002        3.0427049768633196E-015  -3.2690213383479438E-014   1.0265443009527253E-014
  0.11000000000000003        4.4758034084546594E-015  -3.4310445110041776E-014   1.2920654129944253E-014
  0.11500000000000003        3.9777209304148187E-015  -3.2247642056670855E-014   1.4352017838059616E-014
