           1           1   2000.0000083168709     
           1           2   2019.5454612027172     
           1           3   2038.1818198752858     
           1           4   2055.9090843795298     
           1           5   2072.7272547899174     
           1           6   2088.6363312097610     
           1           7   2103.6363137702756     
           1           8   2117.7272026293977     
           1           9   2130.9089979703476     
           1          10   2143.1816999999769     
           1          11   2154.5453089468911     
           1          12   2164.9998250593799     
           1          13   2174.5452486031686     
           1          14   2183.1815798590151     
           1          15   2190.9088191201608     
           1          16   2197.7269666896818     
           1          17   2203.6360228777367     
           1          18   2208.6359879987667     
           1          19   2212.7268623686400     
           1          20   2215.9086463017966     
           1          21   2218.1813401083964     
           1          22   2219.5449440915163     
           1          23   2219.9994585443960     
           1          24   2219.5448837477938     
           1          25   2218.1812199674350     
           1          26   2215.9084674516107     
           1          27   2212.7266264289233     
           1          28   2208.6356971062278     
           1          29   2203.6356796667415     
           1          30   2197.7265742684035     
           1          31   2190.9083810424272     
           1          32   2183.1811000921261     
           1          33   2174.5447314919670     
           1          34   2164.9992752869052     
           2           1   1930.4545720271067     
           2           2   1950.0000249129530     
           2           3   1968.6363835855218     
           2           4   1986.3636480897655     
           2           5   2003.1818185001539     
           2           6   2019.0908949199966     
           2           7   2034.0908774805121     
           2           8   2048.1817663396332     
           2           9   2061.3635616805832     
           2          10   2073.6362637102129     
           2          11   2084.9998726571271     
           2          12   2095.4543887696154     
           2          13   2104.9998123134051     
           2          14   2113.6361435692506     
           2          15   2121.3633828303973     
           2          16   2128.1815303999174     
           2          17   2134.0905865879731     
           2          18   2139.0905517090023     
           2          19   2143.1814260788760     
           2          20   2146.3632100120321     
           2          21   2148.6359038186333     
           2          22   2149.9995078017514     
           2          23   2150.4540222546320     
           2          24   2149.9994474580299     
           2          25   2148.6357836776715     
           2          26   2146.3630311618454     
           2          27   2143.1811901391602     
           2          28   2139.0902608164624     
           2          29   2134.0902433769779     
           2          30   2128.1811379786386     
           2          31   2121.3629447526637     
           2          32   2113.6356638023617     
           2          33   2104.9992952022039     
           2          34   2095.4538389971403     
           3           1   1861.8182629924881     
           3           2   1881.3637158783345     
           3           3   1900.0000745509030     
           3           4   1917.7273390551470     
           3           5   1934.5455094655349     
           3           6   1950.4545858853785     
           3           7   1965.4545684458931     
           3           8   1979.5454573050147     
           3           9   1992.7272526459644     
           3          10   2004.9999546755944     
           3          11   2016.3635636225081     
           3          12   2026.8180797349971     
           3          13   2036.3635032787861     
           3          14   2044.9998345346328     
           3          15   2052.7270737957783     
           3          16   2059.5452213652989     
           3          17   2065.4542775533537     
           3          18   2070.4542426743837     
           3          19   2074.5451170442575     
           3          20   2077.7269009774145     
           3          21   2079.9995947840139     
           3          22   2081.3631987671333     
           3          23   2081.8177132200135     
           3          24   2081.3631384234113     
           3          25   2079.9994746430521     
           3          26   2077.7267221272277     
           3          27   2074.5448811045408     
           3          28   2070.4539517818448     
           3          29   2065.4539343423585     
           3          30   2059.5448289440210     
           3          31   2052.7266357180442     
           3          32   2044.9993547677436     
           3          33   2036.3629861675845     
           3          34   2026.8175299625223     
           4           1   1794.0910807185332     
           4           2   1813.6365336043793     
           4           3   1832.2728922769481     
           4           4   1850.0001567811917     
           4           5   1866.8183271915802     
           4           6   1882.7274036114231     
           4           7   1897.7273861719384     
           4           8   1911.8182750310596     
           4           9   1925.0000703720098     
           4          10   1937.2727724016390     
           4          11   1948.6363813485532     
           4          12   1959.0908974610415     
           4          13   1968.6363210048314     
           4          14   1977.2726522606772     
           4          15   1984.9998915218234     
           4          16   1991.8180390913433     
           4          17   1997.7270952793988     
           4          18   2002.7270604004284     
           4          19   2006.8179347703026     
           4          20   2009.9997187034585     
           4          21   2012.2724125100594     
           4          22   2013.6360164931777     
           4          23   2014.0905309460586     
           4          24   2013.6359561494558     
           4          25   2012.2722923690976     
           4          26   2009.9995398532719     
           4          27   2006.8176988305863     
           4          28   2002.7267695078888     
           4          29   1997.7267520684043     
           4          30   1991.8176466700647     
           4          31   1984.9994534440902     
           4          32   1977.2721724937878     
           4          33   1968.6358038936298     
           4          34   1959.0903476885665     
           5           1   1727.2730243860822     
           5           2   1746.8184772719287     
           5           3   1765.4548359444968     
           5           4   1783.1821004487410     
           5           5   1800.0002708591289     
           5           6   1815.9093472789727     
           5           7   1830.9093298394873     
           5           8   1845.0002186986087     
           5           9   1858.1820140395587     
           5          10   1870.4547160691886     
           5          11   1881.8183250161021     
           5          12   1892.2728411285909     
           5          13   1901.8182646723801     
           5          14   1910.4545959282266     
           5          15   1918.1818351893724     
           5          16   1924.9999827588927     
           5          17   1930.9090389469477     
           5          18   1935.9090040679780     
           5          19   1939.9998784378513     
           5          20   1943.1816623710079     
           5          21   1945.4543561776081     
           5          22   1946.8179601607274     
           5          23   1947.2724746136073     
           5          24   1946.8178998170056     
           5          25   1945.4542360366463     
           5          26   1943.1814835208215     
           5          27   1939.9996424981348     
           5          28   1935.9087131754386     
           5          29   1930.9086957359532     
           5          30   1924.9995903376148     
           5          31   1918.1813971116387     
           5          32   1910.4541161613377     
           5          33   1901.8177475611785     
           5          34   1892.2722913561163     
           6           1   1661.3640928587176     
           6           2   1680.9095457445637     
           6           3   1699.5459044171325     
           6           4   1717.2731689213761     
           6           5   1734.0913393317646     
           6           6   1750.0004157516073     
           6           7   1765.0003983121228     
           6           8   1779.0912871712439     
           6           9   1792.2730825121944     
           6          10   1804.5457845418234     
           6          11   1815.9093934887376     
           6          12   1826.3639096012259     
           6          13   1835.9093331450158     
           6          14   1844.5456644008616     
           6          15   1852.2729036620080     
           6          16   1859.0910512315277     
           6          17   1865.0001074195834     
           6          18   1870.0000725406130     
           6          19   1874.0909469104870     
           6          20   1877.2727308436433     
           6          21   1879.5454246502438     
           6          22   1880.9090286333624     
           6          23   1881.3635430862430     
           6          24   1880.9089682896404     
           6          25   1879.5453045092818     
           6          26   1877.2725519934563     
           6          27   1874.0907109707707     
           6          28   1869.9997816480736     
           6          29   1864.9997642085889     
           6          30   1859.0906588102498     
           6          31   1852.2724655842744     
           6          32   1844.5451846339724     
           6          33   1835.9088160338144     
           6          34   1826.3633598287511     
           7           1   1596.3642846930529     
           7           2   1615.9097375788997     
           7           3   1634.5460962514680     
           7           4   1652.2733607557120     
           7           5   1669.0915311661001     
           7           6   1685.0006075859437     
           7           7   1700.0005901464583     
           7           8   1714.0914790055799     
           7           9   1727.2732743465297     
           7          10   1739.5459763761596     
           7          11   1750.9095853230729     
           7          12   1761.3641014355619     
           7          13   1770.9095249793511     
           7          14   1779.5458562351976     
           7          15   1787.2730954963436     
           7          16   1794.0912430658636     
           7          17   1800.0002992539189     
           7          18   1805.0002643749490     
           7          19   1809.0911387448223     
           7          20   1812.2729226779788     
           7          21   1814.5456164845793     
           7          22   1815.9092204676986     
           7          23   1816.3637349205787     
           7          24   1815.9091601239766     
           7          25   1814.5454963436175     
           7          26   1812.2727438277925     
           7          27   1809.0909028051062     
           7          28   1804.9999734824100     
           7          29   1799.9999560429244     
           7          30   1794.0908506445860     
           7          31   1787.2726574186097     
           7          32   1779.5453764683089     
           7          33   1770.9090078681497     
           7          34   1761.3635516630875     
           8           1   1532.2735981518081     
           8           2   1551.8190510376542     
           8           3   1570.4554097102230     
           8           4   1588.1826742144667     
           8           5   1605.0008446248553     
           8           6   1620.9099210446980     
           8           7   1635.9099036052132     
           8           8   1650.0007924643344     
           8           9   1663.1825878052848     
           8          10   1675.4552898349139     
           8          11   1686.8188987818282     
           8          12   1697.2734148943164     
           8          13   1706.8188384381062     
           8          14   1715.4551696939523     
           8          15   1723.1824089550983     
