          11  0.10600000000000000      -0.67200000000000004     
          12   5.8000000000000003E-002 -0.80000000000000004     
          62 -0.68799999999999994       -1.7360000000000000     
          63 -0.69799999999999995       -1.7200000000000000     
          64 -0.69399999999999995       -1.7680000000000000     
          65 -0.73399999999999999       -1.8480000000000001     
          66 -0.73199999999999998       -1.8080000000000001     
          67 -0.75800000000000001       -1.8959999999999999     
          68 -0.74199999999999999       -1.8280000000000001     
          69 -0.70799999999999996       -1.7840000000000000     
          70 -0.68600000000000005       -1.7560000000000000     
          71 -0.70199999999999996       -1.7920000000000000     
          72 -0.69199999999999995       -1.7760000000000000     
          73 -0.70199999999999996       -1.7960000000000000     
          74 -0.65800000000000003       -1.6759999999999999     
          75 -0.67400000000000004       -1.7040000000000000     
          76 -0.62600000000000000       -1.6479999999999999     
          77 -0.67600000000000005       -1.7200000000000000     
          78 -0.64800000000000002       -1.6679999999999999     
          79 -0.62400000000000000       -1.5840000000000001     
          80 -0.61399999999999999       -1.5720000000000001     
          81 -0.64800000000000002       -1.6160000000000001     
          82 -0.63600000000000001       -1.6120000000000001     
          83 -0.64800000000000002       -1.5440000000000000     
          84 -0.67400000000000004       -1.7080000000000000     
          85 -0.71199999999999997       -1.7400000000000000     
          86 -0.70999999999999996       -1.8120000000000001     
          87 -0.70199999999999996       -1.7400000000000000     
          88 -0.69799999999999995       -1.7680000000000000     
          89 -0.70599999999999996       -1.7840000000000000     
          90 -0.66600000000000004       -1.6960000000000000     
          91 -0.66200000000000003       -1.7040000000000000     
          92 -0.70799999999999996       -1.7520000000000000     
          93 -0.76600000000000001       -1.9920000000000000     
          94 -0.75800000000000001       -1.9239999999999999     
          95 -0.77000000000000002       -1.9600000000000000     
          96 -0.76400000000000001       -1.9319999999999999     
          97 -0.77400000000000002       -2.0120000000000000     
          98 -0.77600000000000002       -1.9760000000000000     
          99 -0.71999999999999997       -1.7840000000000000     
         100 -0.72599999999999998       -1.7840000000000000     
         101 -0.77800000000000002       -2.0400000000000000     
         102 -0.79000000000000004       -2.1120000000000001     
         103 -0.77600000000000002       -1.9600000000000000     
         104 -0.76000000000000001       -2.0080000000000000     
         105 -0.69399999999999995       -1.7920000000000000     
         106 -0.72799999999999998       -1.8520000000000001     
         107 -0.71199999999999997       -1.7640000000000000     
         108 -0.69199999999999995       -1.6679999999999999     
         109 -0.71599999999999997       -1.7320000000000000     
         110 -0.68999999999999995       -1.6559999999999999     
         111 -0.66400000000000003       -1.6960000000000000     
         112 -0.68799999999999994       -1.7560000000000000     
         113 -0.73199999999999998       -1.8200000000000001     
         114 -0.77600000000000002       -1.9560000000000000     
         115 -0.80000000000000004       -2.0360000000000000     
         116 -0.79600000000000004       -2.0040000000000000     
         117 -0.79600000000000004       -2.0480000000000000     
         118 -0.73399999999999999       -1.8200000000000001     
         119 -0.74399999999999999       -1.8160000000000001     
         120 -0.71399999999999997       -1.7720000000000000     
         121 -0.77000000000000002       -1.9440000000000000     
         122 -0.74600000000000000       -1.8919999999999999     
         123 -0.78400000000000003       -2.0040000000000000     
         124 -0.72799999999999998       -1.8080000000000001     
         125 -0.75200000000000000       -1.9279999999999999     
         126 -0.75800000000000001       -1.8600000000000001     
         127 -0.76000000000000001       -1.8959999999999999     
         128 -0.71799999999999997       -1.7560000000000000     
         129 -0.71599999999999997       -1.7520000000000000     
         130 -0.74199999999999999       -1.8520000000000001     
         131 -0.73799999999999999       -1.8400000000000001     
         132 -0.74199999999999999       -1.8680000000000001     
         133 -0.73599999999999999       -1.8040000000000000     
         134 -0.76200000000000001       -1.8759999999999999     
         135 -0.77000000000000002       -1.9520000000000000     
         136 -0.76600000000000001       -1.9640000000000000     
         137 -0.72599999999999998       -1.8080000000000001     
         138 -0.68999999999999995       -1.6879999999999999     
         139 -0.67200000000000004       -1.6759999999999999     
         140 -0.64200000000000002       -1.5760000000000001     
         141 -0.67400000000000004       -1.6879999999999999     
         142 -0.72799999999999998       -1.8360000000000001     
         143 -0.72199999999999998       -1.8200000000000001     
         144 -0.74399999999999999       -1.8999999999999999     
         145 -0.75000000000000000       -1.8640000000000001     
         146 -0.74199999999999999       -1.8799999999999999     
         147 -0.71199999999999997       -1.8160000000000001     
         148 -0.70999999999999996       -1.8160000000000001     
         149 -0.67000000000000004       -1.7120000000000000     
         150 -0.62800000000000000       -1.6200000000000001     
         151 -0.69199999999999995       -1.7720000000000000     
         152 -0.76000000000000001       -2.0200000000000000     
         153 -0.79400000000000004       -2.0960000000000001     
         154 -0.84999999999999998       -2.2919999999999998     
         155 -0.79400000000000004       -2.0120000000000000     
         156 -0.74199999999999999       -1.8680000000000001     
         157 -0.75200000000000000       -1.8680000000000001     
         158 -0.77200000000000002       -1.9399999999999999     
         159 -0.77800000000000002       -1.9800000000000000     
         160 -0.77600000000000002       -1.9039999999999999     
         161 -0.76200000000000001       -1.8759999999999999     
         162 -0.76000000000000001       -1.8759999999999999     
         163 -0.75400000000000000       -1.8720000000000001     
         164 -0.75200000000000000       -1.8919999999999999     
         165 -0.73399999999999999       -1.8080000000000001     
         166 -0.75600000000000001       -1.8520000000000001     
         167 -0.73999999999999999       -1.8240000000000001     
         168 -0.74399999999999999       -1.8400000000000001     
         169 -0.68799999999999994       -1.7120000000000000     
         170 -0.73599999999999999       -1.8720000000000001     
         171 -0.73199999999999998       -1.8000000000000000     
         172 -0.65600000000000003       -1.6319999999999999     
         173 -0.62400000000000000       -1.5080000000000000     
         174 -0.61799999999999999       -1.5680000000000001     
         175 -0.63400000000000001       -1.5800000000000001     
         176 -0.60199999999999998       -1.5240000000000000     
         177 -0.62200000000000000       -1.6000000000000001     
         178 -0.63000000000000000       -1.5760000000000001     
         179 -0.66600000000000004       -1.6639999999999999     
         180 -0.64200000000000002       -1.5960000000000001     
         181 -0.60399999999999998       -1.5240000000000000     
         182 -0.64200000000000002       -1.5840000000000001     
         183 -0.69799999999999995       -1.7000000000000000     
         184 -0.67600000000000005       -1.6679999999999999     
         185 -0.69199999999999995       -1.6679999999999999     
         186 -0.66000000000000003       -1.6439999999999999     
         187 -0.62000000000000000       -1.4760000000000000     
         188 -0.66000000000000003       -1.6200000000000001     
         189 -0.64200000000000002       -1.6679999999999999     
         190 -0.66800000000000004       -1.6719999999999999     
         191 -0.70599999999999996       -1.7560000000000000     
         192 -0.67200000000000004       -1.6080000000000001     
         193 -0.64800000000000002       -1.5840000000000001     
         194 -0.68999999999999995       -1.7080000000000000     
         195 -0.67800000000000005       -1.5720000000000001     
         196 -0.68200000000000005       -1.6639999999999999     
         197 -0.72599999999999998       -1.8360000000000001     
         198 -0.68000000000000005       -1.7000000000000000     
         199 -0.72599999999999998       -1.8919999999999999     
         200 -0.66400000000000003       -1.7000000000000000     
         201 -0.62600000000000000       -1.5960000000000001     
         202 -0.68999999999999995       -1.7480000000000000     
         203 -0.70599999999999996       -1.7240000000000000     
         204 -0.73199999999999998       -1.8720000000000001     
         205 -0.70399999999999996       -1.7600000000000000     
         206 -0.73599999999999999       -1.8320000000000001     
         207 -0.69799999999999995       -1.6479999999999999     
         208 -0.66600000000000004       -1.6439999999999999     
         209 -0.65800000000000003       -1.6919999999999999     
         210 -0.71399999999999997       -1.7440000000000000     
         211 -0.66600000000000004       -1.5960000000000001     
         212 -0.66200000000000003       -1.5680000000000001     
         213 -0.65000000000000002       -1.5720000000000001     
         214 -0.66400000000000003       -1.5440000000000000     
         215 -0.71999999999999997       -1.7760000000000000     
         216 -0.71199999999999997       -1.7520000000000000     
         217 -0.71999999999999997       -1.8400000000000001     
         218 -0.73999999999999999       -1.9159999999999999     
         219 -0.76200000000000001       -1.9279999999999999     
         220 -0.76000000000000001       -1.9279999999999999     
         221 -0.73999999999999999       -1.8520000000000001     
         222 -0.73599999999999999       -1.8640000000000001     
         223 -0.74399999999999999       -1.8280000000000001     
         224 -0.73599999999999999       -1.8400000000000001     
         225 -0.75800000000000001       -1.8799999999999999     
         226 -0.77600000000000002       -2.0120000000000000     
         227 -0.78000000000000003       -1.9800000000000000     
         228 -0.74399999999999999       -1.8440000000000001     
         229 -0.70599999999999996       -1.8280000000000001     
         230 -0.71799999999999997       -1.7640000000000000     
         231 -0.74399999999999999       -1.8520000000000001     
         232 -0.76400000000000001       -1.9319999999999999     
         233 -0.72599999999999998       -1.7560000000000000     
         234 -0.68400000000000005       -1.6919999999999999     
         235 -0.69799999999999995       -1.6639999999999999     
         236 -0.72999999999999998       -1.8919999999999999     
         237 -0.72999999999999998       -1.7920000000000000     
         238 -0.72799999999999998       -1.8160000000000001     
         239 -0.76600000000000001       -1.9520000000000000     
         240 -0.76800000000000002       -1.8999999999999999     
         241 -0.75200000000000000       -1.8240000000000001     
         242 -0.72799999999999998       -1.8000000000000000     
         243 -0.76000000000000001       -1.9079999999999999     
         244 -0.72599999999999998       -1.8360000000000001     
         245 -0.71199999999999997       -1.7800000000000000     
         246 -0.72199999999999998       -1.8080000000000001     
         247 -0.74800000000000000       -1.8720000000000001     
         248 -0.76800000000000002       -1.9159999999999999     
         249 -0.71999999999999997       -1.7680000000000000     
         250 -0.72199999999999998       -1.8120000000000001     
         251 -0.75400000000000000       -1.8919999999999999     
         252 -0.73199999999999998       -1.7920000000000000     
         253 -0.70199999999999996       -1.7040000000000000     
         254 -0.70999999999999996       -1.6839999999999999     
         255 -0.70399999999999996       -1.6679999999999999     
         256 -0.73799999999999999       -1.7840000000000000     
         257 -0.74600000000000000       -1.8919999999999999     
         258 -0.79000000000000004       -2.0160000000000000     
         259 -0.78600000000000003       -1.9920000000000000     
         260 -0.72999999999999998       -1.8480000000000001     
         261 -0.76600000000000001       -1.9440000000000000     
         262 -0.73399999999999999       -1.8680000000000001     
         263 -0.76800000000000002       -1.9480000000000000     
         264 -0.77000000000000002       -1.9520000000000000     
         265 -0.76400000000000001       -1.9560000000000000     
         266 -0.72999999999999998       -1.7880000000000000     
         267 -0.78000000000000003       -1.9800000000000000     
         268 -0.77800000000000002       -1.9600000000000000     
         269 -0.70599999999999996       -1.7360000000000000     
         270 -0.67400000000000004       -1.6960000000000000     
         271 -0.63000000000000000       -1.5920000000000001     
         272 -0.66200000000000003       -1.5840000000000001     
         273 -0.67800000000000005       -1.6879999999999999     
         274 -0.73799999999999999       -1.8959999999999999     
         275 -0.74600000000000000       -1.8959999999999999     
         276 -0.78400000000000003       -1.9760000000000000     
         277 -0.77000000000000002       -1.9520000000000000     
         278 -0.78200000000000003       -1.9840000000000000     
         279 -0.75000000000000000       -1.8360000000000001     
         280 -0.74600000000000000       -1.8400000000000001     
         281 -0.76800000000000002       -1.8999999999999999     
         282 -0.73599999999999999       -1.8720000000000001     
         283 -0.75400000000000000       -1.8680000000000001     
         284 -0.73399999999999999       -1.8280000000000001     
         285 -0.73199999999999998       -1.8120000000000001     
         286 -0.71799999999999997       -1.7600000000000000     
         287 -0.73599999999999999       -1.8560000000000001     
         288 -0.73399999999999999       -1.8759999999999999     
         289 -0.74199999999999999       -1.8919999999999999     
         290 -0.74800000000000000       -1.9039999999999999     
         291 -0.70599999999999996       -1.7920000000000000     
         292 -0.68400000000000005       -1.7080000000000000     
         293 -0.70799999999999996       -1.7800000000000000     
         294 -0.70799999999999996       -1.7720000000000000     
         295 -0.72799999999999998       -1.8560000000000001     
         296 -0.75600000000000001       -1.9199999999999999     
         297 -0.73999999999999999       -1.9159999999999999     
         298 -0.71599999999999997       -1.8320000000000001     
         299 -0.67200000000000004       -1.6559999999999999     
         300 -0.69399999999999995       -1.6799999999999999     
         301 -0.70199999999999996       -1.7480000000000000     
         302 -0.71999999999999997       -1.7560000000000000     
         303 -0.72399999999999998       -1.8240000000000001     
         304 -0.72399999999999998       -1.8280000000000001     
         305 -0.68999999999999995       -1.7400000000000000     
         306 -0.72799999999999998       -1.8120000000000001     
         307 -0.77800000000000002       -1.9680000000000000     
         308 -0.72399999999999998       -1.7320000000000000     
         309 -0.76400000000000001       -1.9199999999999999     
         310 -0.75800000000000001       -1.8999999999999999     
         311 -0.74399999999999999       -1.8520000000000001     
         312 -0.72799999999999998       -1.7640000000000000     
         313 -0.73999999999999999       -1.8400000000000001     
         314 -0.78000000000000003       -1.9640000000000000     
         315 -0.73599999999999999       -1.8200000000000001     
         316 -0.75200000000000000       -1.9199999999999999     
         317 -0.75800000000000001       -1.9720000000000000     
         318 -0.74600000000000000       -1.8999999999999999     
         319 -0.72399999999999998       -1.7920000000000000     
         320 -0.71799999999999997       -1.8240000000000001     
         321 -0.71999999999999997       -1.8120000000000001     
         322 -0.69399999999999995       -1.7800000000000000     
         323 -0.69399999999999995       -1.7440000000000000     
         324 -0.72399999999999998       -1.7760000000000000     
         325 -0.67600000000000005       -1.7080000000000000     
         326 -0.61199999999999999       -1.5680000000000001     
         327 -0.57799999999999996       -1.3759999999999999     
         328 -0.61599999999999999       -1.5360000000000000     
         329 -0.66400000000000003       -1.6319999999999999     
         330 -0.69799999999999995       -1.7800000000000000     
         331 -0.72399999999999998       -1.7840000000000000     
         332 -0.75000000000000000       -1.8959999999999999     
         333 -0.73599999999999999       -1.7880000000000000     
         334 -0.74199999999999999       -1.8640000000000001     
         335 -0.71599999999999997       -1.7720000000000000     
         336 -0.74600000000000000       -1.9039999999999999     
         337 -0.76600000000000001       -1.9720000000000000     
         338 -0.75200000000000000       -1.9039999999999999     
         339 -0.73799999999999999       -1.7920000000000000     
         340 -0.73999999999999999       -1.8600000000000001     
         341 -0.71599999999999997       -1.7880000000000000     
         342 -0.71999999999999997       -1.7800000000000000     
         343 -0.72199999999999998       -1.8320000000000001     
         344 -0.71799999999999997       -1.7760000000000000     
         345 -0.72199999999999998       -1.8160000000000001     
         346 -0.72399999999999998       -1.7720000000000000     
         347 -0.68200000000000005       -1.6679999999999999     
         348 -0.73799999999999999       -1.8400000000000001     
         349 -0.73999999999999999       -1.9279999999999999     
         350 -0.72999999999999998       -1.8480000000000001     
         351 -0.73799999999999999       -1.8240000000000001     
         352 -0.76800000000000002       -1.9520000000000000     
         353 -0.81399999999999995       -2.1200000000000001     
         354 -0.83599999999999997       -2.1760000000000002     
         355 -0.77400000000000002       -1.9800000000000000     
         356 -0.76600000000000001       -1.9079999999999999     
         357 -0.73399999999999999       -1.7800000000000000     
         358 -0.75000000000000000       -1.9199999999999999     
         359 -0.74800000000000000       -1.9239999999999999     
         360 -0.75600000000000001       -1.8759999999999999     
         361 -0.73199999999999998       -1.7920000000000000     
         362 -0.73199999999999998       -1.8440000000000001     
         363 -0.71399999999999997       -1.8000000000000000     
         364 -0.73399999999999999       -1.8040000000000000     
         365 -0.74399999999999999       -1.8560000000000001     
         366 -0.76000000000000001       -1.8879999999999999     
         367 -0.78600000000000003       -1.9680000000000000     
         368 -0.78200000000000003       -1.9960000000000000     
         369 -0.78600000000000003       -1.9760000000000000     
         370 -0.77400000000000002       -1.9560000000000000     
         371 -0.77400000000000002       -1.9279999999999999     
         372 -0.74199999999999999       -1.8360000000000001     
         373 -0.66000000000000003       -1.6240000000000001     
         374 -0.65000000000000002       -1.5200000000000000     
         375 -0.63400000000000001       -1.5280000000000000     
         376 -0.64200000000000002       -1.5560000000000000     
         377 -0.70199999999999996       -1.7560000000000000     
         378 -0.74600000000000000       -1.8839999999999999     
         379 -0.74600000000000000       -1.9359999999999999     
         380 -0.71199999999999997       -1.8240000000000001     
         381 -0.69199999999999995       -1.7280000000000000     
         382 -0.69399999999999995       -1.7680000000000000     
         383 -0.68000000000000005       -1.7120000000000000     
         384 -0.65400000000000003       -1.6839999999999999     
         385 -0.62800000000000000       -1.5760000000000001     
         386 -0.64400000000000002       -1.6519999999999999     
         387 -0.68400000000000005       -1.7400000000000000     
         388 -0.71199999999999997       -1.7720000000000000     
         389 -0.71799999999999997       -1.7840000000000000     
         390 -0.75400000000000000       -2.0120000000000000     
         391 -0.73599999999999999       -1.9079999999999999     
         392 -0.70199999999999996       -1.8000000000000000     
         393 -0.69999999999999996       -1.7920000000000000     
         394 -0.71599999999999997       -1.8440000000000001     
         395 -0.72999999999999998       -1.8000000000000000     
         396 -0.75400000000000000       -1.8999999999999999     
         397 -0.76400000000000001       -1.9359999999999999     
         398 -0.76600000000000001       -1.9560000000000000     
         399 -0.76000000000000001       -1.8999999999999999     
         400 -0.74800000000000000       -1.8560000000000001     
         401 -0.70599999999999996       -1.7200000000000000     
         402 -0.71999999999999997       -1.8480000000000001     
         403 -0.70599999999999996       -1.7480000000000000     
         404 -0.69799999999999995       -1.7920000000000000     
         405 -0.69399999999999995       -1.8160000000000001     
         406 -0.73799999999999999       -1.8560000000000001     
         407 -0.76400000000000001       -1.9159999999999999     
         408 -0.75200000000000000       -1.8839999999999999     
         409 -0.73399999999999999       -1.8040000000000000     
         410 -0.71799999999999997       -1.7760000000000000     
         411 -0.74199999999999999       -1.8160000000000001     
         412 -0.76800000000000002       -1.9359999999999999     
         413 -0.77400000000000002       -1.9119999999999999     
         414 -0.75800000000000001       -1.9440000000000000     
         415 -0.74199999999999999       -1.8320000000000001     
         416 -0.69999999999999996       -1.6679999999999999     
         417 -0.69799999999999995       -1.7080000000000000     
         418 -0.66800000000000004       -1.5920000000000001     
         419 -0.66400000000000003       -1.6200000000000001     
         420 -0.64800000000000002       -1.6160000000000001     
         421 -0.67800000000000005       -1.7040000000000000     
         422 -0.68400000000000005       -1.6599999999999999     
         423 -0.72999999999999998       -1.7720000000000000     
         424 -0.71999999999999997       -1.8120000000000001     
         425 -0.73199999999999998       -1.8560000000000001     
         426 -0.77400000000000002       -2.0120000000000000     
         427 -0.79600000000000004       -2.0560000000000000     
         428 -0.74600000000000000       -1.9039999999999999     
         429 -0.74199999999999999       -1.8879999999999999     
         430 -0.77800000000000002       -2.0720000000000001     
         431 -0.75800000000000001       -1.9279999999999999     
         432 -0.72799999999999998       -1.8879999999999999     
         433 -0.66200000000000003       -1.6879999999999999     
         434 -0.64400000000000002       -1.6200000000000001     
         435 -0.66600000000000004       -1.6960000000000000     
         436 -0.64600000000000002       -1.6160000000000001     
         437 -0.65800000000000003       -1.5960000000000001     
         438 -0.64400000000000002       -1.5560000000000000     
         439 -0.63000000000000000       -1.5440000000000000     
         440 -0.65000000000000002       -1.6160000000000001     
         441 -0.67600000000000005       -1.6839999999999999     
         442 -0.66400000000000003       -1.5720000000000001     
         443 -0.65800000000000003       -1.6319999999999999     
         444 -0.67400000000000004       -1.6279999999999999     
         445 -0.65800000000000003       -1.6359999999999999     
         446 -0.67800000000000005       -1.6759999999999999     
         447 -0.71799999999999997       -1.7680000000000000     
         448 -0.67800000000000005       -1.6479999999999999     
         449 -0.69399999999999995       -1.6799999999999999     
         450 -0.73199999999999998       -1.8040000000000000     
         451 -0.73199999999999998       -1.8520000000000001     
         452 -0.72199999999999998       -1.8360000000000001     
         453 -0.69599999999999995       -1.7880000000000000     
         454 -0.66800000000000004       -1.7000000000000000     
         455 -0.71799999999999997       -1.6839999999999999     
         456 -0.73799999999999999       -1.8120000000000001     
         457 -0.72799999999999998       -1.8160000000000001     
         458 -0.77600000000000002       -1.9600000000000000     
         459 -0.79400000000000004       -2.0800000000000001     
         460 -0.78800000000000003       -1.9440000000000000     
         461 -0.77000000000000002       -1.9079999999999999     
         462 -0.75000000000000000       -1.8799999999999999     
         463 -0.79400000000000004       -2.0240000000000000     
         464 -0.78400000000000003       -1.9920000000000000     
         465 -0.79200000000000004       -2.0120000000000000     
         466 -0.76400000000000001       -1.9159999999999999     
         467 -0.77800000000000002       -1.9640000000000000     
         468 -0.78000000000000003       -2.0240000000000000     
         469 -0.76200000000000001       -1.9640000000000000     
         470 -0.76200000000000001       -2.0080000000000000     
         471 -0.71599999999999997       -1.8919999999999999     
         472 -0.68999999999999995       -1.7440000000000000     
         473 -0.68600000000000005       -1.6799999999999999     
         474 -0.65600000000000003       -1.6200000000000001     
         475 -0.68999999999999995       -1.7160000000000000     
         476 -0.74600000000000000       -1.8839999999999999     
         477 -0.72799999999999998       -1.8200000000000001     
         478 -0.72399999999999998       -1.7840000000000000     
         479 -0.75600000000000001       -1.8600000000000001     
         480 -0.69999999999999996       -1.6679999999999999     
         481 -0.72399999999999998       -1.7600000000000000     
         482 -0.73199999999999998       -1.7880000000000000     
         483 -0.71199999999999997       -1.7120000000000000     
         484 -0.75000000000000000       -1.8799999999999999     
         485 -0.74399999999999999       -1.8680000000000001     
         486 -0.70799999999999996       -1.7760000000000000     
         487 -0.66800000000000004       -1.6200000000000001     
         488 -0.68400000000000005       -1.6359999999999999     
         489 -0.71399999999999997       -1.7880000000000000     
         490 -0.70799999999999996       -1.7840000000000000     
         491 -0.74600000000000000       -1.9159999999999999     
         492 -0.73399999999999999       -1.8200000000000001     
         493 -0.71599999999999997       -1.7520000000000000     
         494 -0.74600000000000000       -1.8440000000000001     
         495 -0.78800000000000003       -1.9920000000000000     
         496 -0.72999999999999998       -1.8320000000000001     
         497 -0.73599999999999999       -1.9039999999999999     
         498 -0.69399999999999995       -1.7000000000000000     
         499 -0.67400000000000004       -1.5800000000000001     
         500 -0.68600000000000005       -1.6399999999999999     
         501 -0.72399999999999998       -1.7640000000000000     
         502 -0.71599999999999997       -1.7920000000000000     
         503 -0.71199999999999997       -1.6639999999999999     
         504 -0.72399999999999998       -1.8240000000000001     
         505 -0.75000000000000000       -1.8759999999999999     
         506 -0.75600000000000001       -1.8799999999999999     
         507 -0.76800000000000002       -1.9359999999999999     
         508 -0.80400000000000005       -2.0680000000000001     
         509 -0.77200000000000002       -1.9039999999999999     
         510 -0.70399999999999996       -1.7480000000000000     
         511 -0.69799999999999995       -1.6319999999999999     
         512 -0.68999999999999995       -1.6559999999999999     
         513 -0.69799999999999995       -1.7000000000000000     
         514 -0.70199999999999996       -1.8200000000000001     
         515 -0.58799999999999997       -1.5200000000000000     
         516 -0.58199999999999996       -1.5720000000000001     
         517 -0.59599999999999997       -1.5960000000000001     
         518 -0.56599999999999995       -1.5160000000000000     
         519 -0.62200000000000000       -1.5720000000000001     
         520 -0.69599999999999995       -1.8480000000000001     
         521 -0.69199999999999995       -1.8200000000000001     
         522 -0.74199999999999999       -1.9680000000000000     
         523 -0.75800000000000001       -1.9440000000000000     
         524 -0.76400000000000001       -1.9640000000000000     
         525 -0.72999999999999998       -1.8600000000000001     
         526 -0.72399999999999998       -1.7600000000000000     
         527 -0.68799999999999994       -1.6120000000000001     
         528 -0.68799999999999994       -1.6679999999999999     
         529 -0.73999999999999999       -1.9119999999999999     
         530 -0.71799999999999997       -1.7840000000000000     
         531 -0.68200000000000005       -1.6439999999999999     
         532 -0.69799999999999995       -1.6639999999999999     
         533 -0.70599999999999996       -1.7400000000000000     
         534 -0.74399999999999999       -1.8520000000000001     
         535 -0.81200000000000006       -2.1120000000000001     
         536 -0.76400000000000001       -2.0000000000000000     
         537 -0.73599999999999999       -1.8200000000000001     
         538 -0.71799999999999997       -1.7400000000000000     
         539 -0.72599999999999998       -1.8080000000000001     
         540 -0.78600000000000003       -1.9600000000000000     
         541 -0.77000000000000002       -1.9159999999999999     
         542 -0.72199999999999998       -1.7560000000000000     
         543 -0.71599999999999997       -1.8000000000000000     
         544 -0.70799999999999996       -1.7800000000000000     
         545 -0.69199999999999995       -1.7520000000000000     
         546 -0.71799999999999997       -1.8000000000000000     
         547 -0.76200000000000001       -1.9079999999999999     
         548 -0.69999999999999996       -1.7880000000000000     
         549 -0.69599999999999995       -1.7040000000000000     
         550 -0.71799999999999997       -1.8080000000000001     
         551 -0.72599999999999998       -1.8160000000000001     
         552 -0.73399999999999999       -1.8480000000000001     
         553 -0.72599999999999998       -1.8640000000000001     
         554 -0.68999999999999995       -1.6759999999999999     
         555 -0.72399999999999998       -1.8200000000000001     
         556 -0.70999999999999996       -1.7600000000000000     
         557 -0.68600000000000005       -1.7320000000000000     
         558 -0.66000000000000003       -1.6960000000000000     
         559 -0.68600000000000005       -1.6839999999999999     
         560 -0.74199999999999999       -1.8560000000000001     
         561 -0.73599999999999999       -1.8120000000000001     
         562 -0.76000000000000001       -1.9239999999999999     
         563 -0.77800000000000002       -1.9359999999999999     
         564 -0.78400000000000003       -1.9840000000000000     
         565 -0.79400000000000004       -2.0400000000000000     
         566 -0.79600000000000004       -2.0480000000000000     
         567 -0.81000000000000005       -2.0720000000000001     
         568 -0.77000000000000002       -1.9600000000000000     
         569 -0.76800000000000002       -1.9480000000000000     
         570 -0.79600000000000004       -2.0640000000000001     
         571 -0.79000000000000004       -2.0120000000000000     
         572 -0.81599999999999995       -2.0880000000000001     
         573 -0.82599999999999996       -2.1280000000000001     
         574 -0.79200000000000004       -2.0760000000000001     
         575 -0.75800000000000001       -1.8999999999999999     
         576 -0.74800000000000000       -1.8560000000000001     
         577 -0.77400000000000002       -1.9760000000000000     
         578 -0.80600000000000005       -2.1080000000000001     
         579 -0.71999999999999997       -1.7280000000000000     
         580 -0.72599999999999998       -1.7880000000000000     
         581 -0.77200000000000002       -1.9840000000000000     
         582 -0.77000000000000002       -1.9520000000000000     
         583 -0.80800000000000005       -2.0760000000000001     
         584 -0.80800000000000005       -2.1000000000000001     
         585 -0.81799999999999995       -2.1600000000000001     
         586 -0.77600000000000002       -1.9720000000000000     
         587 -0.74600000000000000       -1.8720000000000001     
         588 -0.69399999999999995       -1.7640000000000000     
         589 -0.64400000000000002       -1.6000000000000001     
         590 -0.65000000000000002       -1.5520000000000000     
