   9.9999997764825821E-003   0.0000000000000000      -0.10000000149011612      -0.99499999985098841     
   1.9999999552965164E-002  -1.0000000223517411E-003 -0.10000000149011612      -0.99499949985100777     
   2.9999999329447746E-002  -2.0000000447034823E-003  -9.9990001491484765E-002 -0.99499899980144368     
   3.9999999105930328E-002  -2.9999000670681650E-003  -9.9970001504222056E-002 -0.99499849970279119     
   4.9999998882412910E-002  -3.9996000895587301E-003  -9.9940002548323345E-002 -0.99499799955554469     
   5.9999998658895493E-002  -4.9990001224880735E-003  -9.9900006653764362E-002 -0.99499749936019743     
   6.9999998435378075E-002  -5.9980001964688471E-003  -9.9850016860375146E-002 -0.99499699911724093     
   7.9999998211860657E-002  -6.9965003725120040E-003  -9.9790037217603086E-002 -0.99499649882716501     
   8.9999997988343239E-002  -7.9944007521229703E-003  -9.9720072784164976E-002 -0.99499599849045661     
   9.9999997764825821E-002  -8.9916014873943437E-003  -9.9640129627588225E-002 -0.99499549810759991     
  0.10999999754130840       -9.9880027910939934E-003  -9.9550214823641237E-002 -0.99499499767907540     
  0.11999999731779099       -1.0983504946747474E-002  -9.9450336455653113E-002 -0.99499449720535937     
  0.12999999709427357       -1.1978008318713632E-002  -9.9340503613722778E-002 -0.99499399668692412     
  0.13999999687075615       -1.2971413362252304E-002  -9.9220726393817668E-002 -0.99499349612423649     
  0.14999999664723873       -1.3963620633583000E-002  -9.9091015896762155E-002 -0.99499299551775811     
  0.15999999642372131       -1.4954530799933476E-002  -9.8951384227115871E-002 -0.99499249486794494     
  0.16999999620020390       -1.5944044649577088E-002  -9.8801844491942098E-002 -0.99499199417524609     
  0.17999999597668648       -1.6932063101857818E-002  -9.8642410799466590E-002 -0.99499149344010451     
  0.18999999575316906       -1.7918487217201916E-002  -9.8473098257626859E-002 -0.99499099266295554     
  0.19999999552965164       -1.8903218207115002E-002  -9.8293922972512326E-002 -0.99499049184422705     
  0.20999999530613422       -1.9886157444163593E-002  -9.8104902046695586E-002 -0.99498999098433882     
  0.21999999508261681       -2.0867206471939934E-002  -9.7906053577455035E-002 -0.99498949008370241     
  0.22999999485909939       -2.1846267015009052E-002  -9.7697396654889260E-002 -0.99498898914272027     
  0.23999999463558197       -2.2823240988836969E-002  -9.7478951359923460E-002 -0.99498848816178598     
  0.24999999441206455       -2.3798030509698951E-002  -9.7250738762208286E-002 -0.99498798714128311     
  0.25999999418854713       -2.4770537904566778E-002  -9.7012780917911420E-002 -0.99498748608158594     
  0.26999999396502972       -2.5740665720973908E-002  -9.6765100867402365E-002 -0.99498698498305793     
  0.27999999374151230       -2.6708316736857494E-002  -9.6507722632830764E-002 -0.99498648384605237     
  0.28999999351799488       -2.7673393970376187E-002  -9.6240671215598816E-002 -0.99498598267091154     
  0.29999999329447746       -2.8635800689702662E-002  -9.5963972593728006E-002 -0.99498548145796639     
  0.30999999307096004       -2.9595440422789814E-002  -9.5677653719120861E-002 -0.99498498020753667     
  0.31999999284744263       -3.0552216967109563E-002  -9.5381742514718010E-002 -0.99498447891993025     
  0.32999999262392521       -3.1506034399363239E-002  -9.5076267871551184E-002 -0.99498397759544321     
